Title,Publication Date,Author,Location,Summary,Full Article Content,URL,Word Count,Sentence Count,Character Count,Avg Word Length,Year-Month,Cleaned Text,Tokens,Lemmatized Text,Sentiment Score,Sentiment Category,Tokenized Text,Dominant Topic
Noam Chomsky: The False Promise of ChatGPT,2023-03-08 10:00:25+00:00,"By Noam Chomsky, Ian Roberts and Jeffrey Watumull",Opinion,The most prominent strain of A.I. encodes a flawed conception of language and knowledge.,"Jorge Luis Borges once wrote that to live in a time of great peril and promise is to experience both tragedy and comedy, with “the imminence of a revelation” in understanding ourselves and the world. Today our supposedly revolutionary advancements in artificial intelligence are indeed cause for both concern and optimism. Optimism because intelligence is the means by which we solve problems. Concern because we fear that the most popular and fashionable strain of A.I. — machine learning — will degrade our science and debase our ethics by incorporating into our technology a fundamentally flawed conception of language and knowledge.",https://www.nytimes.com/2023/03/08/opinion/noam-chomsky-chatgpt-ai.html,100,7,636,5.37,2023-03,jorge luis borges wrote live time great peril promise experience tragedy comedy “the imminence revelation” understanding world today supposedly revolutionary advancements artificial intelligence indeed cause concern optimism optimism intelligence means solve problems concern fear popular fashionable strain ai — machine learning — degrade science debase ethics incorporating technology fundamentally flawed conception language knowledge,"['jorge', 'luis', 'borges', 'wrote', 'live', 'time', 'great', 'peril', 'promise', 'experience', 'tragedy', 'comedy', '“', 'the', 'imminence', 'revelation', '”', 'understanding', 'world', 'today', 'supposedly', 'revolutionary', 'advancements', 'artificial', 'intelligence', 'indeed', 'cause', 'concern', 'optimism', 'optimism', 'intelligence', 'means', 'solve', 'problems', 'concern', 'fear', 'popular', 'fashionable', 'strain', 'ai', '—', 'machine', 'learning', '—', 'degrade', 'science', 'debase', 'ethics', 'incorporating', 'technology', 'fundamentally', 'flawed', 'conception', 'language', 'knowledge']","jorge luis borge write live time great peril promise experience tragedy comedy "" the imminence revelation "" understand world today supposedly revolutionary advancement artificial intelligence indeed cause concern optimism optimism intelligence mean solve problem concern fear popular fashionable strain ai — machine learning — degrade science debase ethic incorporate technology fundamentally flawed conception language knowledge",0.7579,Positive,"['jorge', 'luis', 'borges', 'wrote', 'live', 'time', 'great', 'peril', 'promise', 'experience', 'tragedy', 'comedy', '“', 'the', 'imminence', 'revelation', '”', 'understanding', 'world', 'today', 'supposedly', 'revolutionary', 'advancements', 'artificial', 'intelligence', 'indeed', 'cause', 'concern', 'optimism', 'optimism', 'intelligence', 'means', 'solve', 'problems', 'concern', 'fear', 'popular', 'fashionable', 'strain', 'ai', '—', 'machine', 'learning', '—', 'degrade', 'science', 'debase', 'ethics', 'incorporating', 'technology', 'fundamentally', 'flawed', 'conception', 'language', 'knowledge']",0
China Chases ChatGPT’s Success,2023-02-23 13:06:08+00:00,"By Andrew Ross Sorkin, Ravi Mattu, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Business Day,A wave of Chinese tech companies are announcing their own A.I.-powered chatbots — but face hurdles imposed by their own government.,"The hottest story in technology right now is the rise of ChatGPT, and the race among tech giants like Microsoft and Google to offer A.I.-powered services of their own. But the A.I. arms race isn’t confined to the U.S.; other countries are also rushing to show they’re big players.",https://www.nytimes.com/2023/02/23/business/dealbook/china-ai-chatgpt.html,49,9,280,4.73469387755102,2023-02,hottest story technology right rise chatgpt race among tech giants like microsoft google offer aipowered services ai arms race isn’t confined us countries also rushing show they’re big players,"['hottest', 'story', 'technology', 'right', 'rise', 'chatgpt', 'race', 'among', 'tech', 'giants', 'like', 'microsoft', 'google', 'offer', 'aipowered', 'services', 'ai', 'arms', 'race', 'is', 'n’t', 'confined', 'us', 'countries', 'also', 'rushing', 'show', 'they', '’re', 'big', 'players']",hot story technology right rise chatgpt race among tech giant like microsoft google offer aipowered service ai arm race be not confine we country also rush show they ’re big player,0.3612,Positive,"['hottest', 'story', 'technology', 'right', 'rise', 'chatgpt', 'race', 'among', 'tech', 'giants', 'like', 'microsoft', 'google', 'offer', 'aipowered', 'services', 'ai', 'arms', 'race', 'isn', '’', 't', 'confined', 'us', 'countries', 'also', 'rushing', 'show', 'they', '’', 're', 'big', 'players']",2
ChatGPT Gets Fresh Competition,2023-02-07 12:33:52+00:00,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Business Day,"Google and Baidu are set to introduce their own A.I.-powered chatbots to challenge OpenAI, Microsoft and the rising popularity of ChatGPT.","Just over two months ago, OpenAI released ChatGPT to the public, instantly thrusting the A.I.-powered chatbot into the center of mainstream discourse, with debates about how it could transform business, education and more. (It also spurred Microsoft to invest $10 billion in OpenAI.)",https://www.nytimes.com/2023/02/07/business/dealbook/chatgpt-google-baidu.html,43,5,283,5.604651162790698,2023-02,two months ago openai released chatgpt public instantly thrusting aipowered chatbot center mainstream discourse debates could transform business education also spurred microsoft invest billion openai,"['two', 'months', 'ago', 'openai', 'released', 'chatgpt', 'public', 'instantly', 'thrusting', 'aipowered', 'chatbot', 'center', 'mainstream', 'discourse', 'debates', 'could', 'transform', 'business', 'education', 'also', 'spurred', 'microsoft', 'invest', 'billion', 'openai']",two month ago openai release chatgpt public instantly thrust aipowere chatbot center mainstream discourse debate could transform business education also spur microsoft invest billion openai,0.0,Neutral,"['two', 'months', 'ago', 'openai', 'released', 'chatgpt', 'public', 'instantly', 'thrusting', 'aipowered', 'chatbot', 'center', 'mainstream', 'discourse', 'debates', 'could', 'transform', 'business', 'education', 'also', 'spurred', 'microsoft', 'invest', 'billion', 'openai']",3
ChatGPT Has a Devastating Sense of Humor,2022-12-16 10:00:19+00:00,By Farhad Manjoo,Opinion,"The chat bot makes a lot of mistakes. But it’s fun to talk to, and it knows its limitations.","ChatGPT makes an irresistible first impression. It’s got a devastating sense of humor, a stunning capacity for dead-on mimicry, and it can rhyme like nobody’s business. Then there is its overwhelming reasonableness. When ChatGPT fails the Turing test, it’s usually because it refuses to offer its own opinion on just about anything. When was the last time real people on the internet declined to tell you what they really think?",https://www.nytimes.com/2022/12/16/opinion/conversation-with-chatgpt.html,70,5,428,5.128571428571429,2022-12,chatgpt makes irresistible first impression it’s got devastating sense humor stunning capacity deadon mimicry rhyme like nobody’s business overwhelming reasonableness chatgpt fails turing test it’s usually refuses offer opinion anything last time real people internet declined tell really think,"['chatgpt', 'makes', 'irresistible', 'first', 'impression', 'it', '’s', 'got', 'devastating', 'sense', 'humor', 'stunning', 'capacity', 'deadon', 'mimicry', 'rhyme', 'like', 'nobody', '’s', 'business', 'overwhelming', 'reasonableness', 'chatgpt', 'fails', 'turing', 'test', 'it', '’s', 'usually', 'refuses', 'offer', 'opinion', 'anything', 'last', 'time', 'real', 'people', 'internet', 'declined', 'tell', 'really', 'think']",chatgpt make irresistible first impression it ’s get devastating sense humor stunning capacity deadon mimicry rhyme like nobody ’s business overwhelming reasonableness chatgpt fail ture test it ’ usually refuse offer opinion anything last time real people internet decline tell really think,0.34,Positive,"['chatgpt', 'makes', 'irresistible', 'first', 'impression', 'it', '’', 's', 'got', 'devastating', 'sense', 'humor', 'stunning', 'capacity', 'deadon', 'mimicry', 'rhyme', 'like', 'nobody', '’', 's', 'business', 'overwhelming', 'reasonableness', 'chatgpt', 'fails', 'turing', 'test', 'it', '’', 's', 'usually', 'refuses', 'offer', 'opinion', 'anything', 'last', 'time', 'real', 'people', 'internet', 'declined', 'tell', 'really', 'think']",2
OpenAI to Offer New Version of ChatGPT for a $20 Monthly Fee,2023-02-01 20:33:43+00:00,By Cade Metz,Technology,The San Francisco artificial intelligence lab has seen overwhelming interest in its chatbot since it was released in November.,"In November, OpenAI wowed the world when it released an experimental online chatbot called ChatGPT that could answer questions, write poetry and riff on almost any topic tossed its way.",https://www.nytimes.com/2023/02/01/technology/openai-chatgpt-plus-subscription.html,30,2,185,5.2,2023-02,november openai wowed world released experimental online chatbot called chatgpt could answer questions write poetry riff almost topic tossed way,"['november', 'openai', 'wowed', 'world', 'released', 'experimental', 'online', 'chatbot', 'called', 'chatgpt', 'could', 'answer', 'questions', 'write', 'poetry', 'riff', 'almost', 'topic', 'tossed', 'way']",november openai wow world release experimental online chatbot call chatgpt could answer question write poetry riff almost topic toss way,0.5574,Positive,"['november', 'openai', 'wowed', 'world', 'released', 'experimental', 'online', 'chatbot', 'called', 'chatgpt', 'could', 'answer', 'questions', 'write', 'poetry', 'riff', 'almost', 'topic', 'tossed', 'way']",0
OpenAI Lets Mom-and-Pop Shops Customize ChatGPT,2023-11-06 18:15:07+00:00,By Cade Metz,Technology,"With a new GPTs service, anyone can build a chatbot and instantly share it with friends, family and the general public.","OpenAI said on Monday that it had created a service that allows individuals and small businesses to build customized versions of its popular online chatbot, ChatGPT, and instantly share them on the internet.",https://www.nytimes.com/2023/11/06/technology/openai-custom-chatgpt.html,33,2,207,5.303030303030303,2023-11,openai said monday created service allows individuals small businesses build customized versions popular online chatbot chatgpt instantly share internet,"['openai', 'said', 'monday', 'created', 'service', 'allows', 'individuals', 'small', 'businesses', 'build', 'customized', 'versions', 'popular', 'online', 'chatbot', 'chatgpt', 'instantly', 'share', 'internet']",openai say monday create service allow individual small business build customized version popular online chatbot chatgpt instantly share internet,0.7184,Positive,"['openai', 'said', 'monday', 'created', 'service', 'allows', 'individuals', 'small', 'businesses', 'build', 'customized', 'versions', 'popular', 'online', 'chatbot', 'chatgpt', 'instantly', 'share', 'internet']",2
"A.I. Needs an International Watchdog, ChatGPT Creators Say",2023-05-24 13:19:17+00:00,By Gregory Schmidt,Business Day,"To manage its risks, “superintelligent” artificial intelligence should be governed by a body similar to the International Atomic Energy Agency, the lab’s leadership said in note on its website.","The leaders of OpenAI, the artificial intelligence research lab that developed the chatbot ChatGPT, have called for regulation of “superintelligent” A.I. technology, saying it “will be more powerful than other technologies humanity has had to contend with in the past.”",https://www.nytimes.com/2023/05/24/business/artificial-intelligence-regulation-openai.html,40,4,269,5.75,2023-05,leaders openai artificial intelligence research lab developed chatbot chatgpt called regulation “superintelligent” ai technology saying “will powerful technologies humanity contend past”,"['leaders', 'openai', 'artificial', 'intelligence', 'research', 'lab', 'developed', 'chatbot', 'chatgpt', 'called', 'regulation', '“', 'superintelligent', '”', 'ai', 'technology', 'saying', '“', 'will', 'powerful', 'technologies', 'humanity', 'contend', 'past', '”']","leader openai artificial intelligence research lab develop chatbot chatgpt call regulation "" superintelligent "" ai technology say "" will powerful technology humanity contend past """,0.7269,Positive,"['leaders', 'openai', 'artificial', 'intelligence', 'research', 'lab', 'developed', 'chatbot', 'chatgpt', 'called', 'regulation', '“', 'superintelligent', '”', 'ai', 'technology', 'saying', '“', 'will', 'powerful', 'technologies', 'humanity', 'contend', 'past', '”']",3
What Students Are Saying About ChatGPT,2023-02-02 19:56:34+00:00,By The Learning Network,The Learning Network,Is this new chatbot the end of education as we know it? Or a useful new tool for learning? Teenagers weigh in.,"By now you’ve probably heard of ChatGPT, a powerful new artificial intelligence chatbot released to the public late last year that can craft jokes and working computer code, guess at medical diagnoses, and create text-based Harry Potter games. ",https://www.nytimes.com/2023/02/02/learning/students-chatgpt.html,38,2,244,5.421052631578948,2023-02,you’ve probably heard chatgpt powerful new artificial intelligence chatbot released public late last year craft jokes working computer code guess medical diagnoses create textbased harry potter games,"['you', '’ve', 'probably', 'heard', 'chatgpt', 'powerful', 'new', 'artificial', 'intelligence', 'chatbot', 'released', 'public', 'late', 'last', 'year', 'craft', 'jokes', 'working', 'computer', 'code', 'guess', 'medical', 'diagnoses', 'create', 'textbased', 'harry', 'potter', 'games']",you ’ve probably hear chatgpt powerful new artificial intelligence chatbot release public late last year craft joke work computer code guess medical diagnosis create textbase harry potter game,0.8402,Positive,"['you', '’', 've', 'probably', 'heard', 'chatgpt', 'powerful', 'new', 'artificial', 'intelligence', 'chatbot', 'released', 'public', 'late', 'last', 'year', 'craft', 'jokes', 'working', 'computer', 'code', 'guess', 'medical', 'diagnoses', 'create', 'textbased', 'harry', 'potter', 'games']",3
"The New ChatGPT, Hype vs. Reality",2024-05-31 09:05:07+00:00,By Brian X. Chen and Karen Hanley,Technology,"Our tech columnist reviews GPT-4o, OpenAI’s latest chatbot technology, in its partly finished state.","Our tech columnist reviews GPT-4o, OpenAI’s latest chatbot technology, in its partly finished state.",https://www.nytimes.com/video/technology/100000009494471/the-new-chatgpt-hype-vs-reality.html,14,2,100,6.214285714285714,2024-05,tech columnist reviews gpto openai’s latest chatbot technology partly finished state,"['tech', 'columnist', 'reviews', 'gpto', 'openai', '’s', 'latest', 'chatbot', 'technology', 'partly', 'finished', 'state']",tech columnist review gpto openai ’s late chatbot technology partly finish state,0.0,Neutral,"['tech', 'columnist', 'reviews', 'gpto', 'openai', '’', 's', 'latest', 'chatbot', 'technology', 'partly', 'finished', 'state']",2
How ChatGPT Kicked Off an A.I. Arms Race,2023-02-03 10:00:13+00:00,By Kevin Roose,Technology,"Even inside the company, the chatbot’s popularity has come as something of a shock.","One day in mid-November, workers at OpenAI got an unexpected assignment: Release a chatbot, fast.",https://www.nytimes.com/2023/02/03/technology/chatgpt-openai-artificial-intelligence.html,15,2,97,5.533333333333333,2023-02,one day midnovember workers openai got unexpected assignment release chatbot fast,"['one', 'day', 'midnovember', 'workers', 'openai', 'got', 'unexpected', 'assignment', 'release', 'chatbot', 'fast']",one day midnovember worker openai get unexpected assignment release chatbot fast,0.0,Neutral,"['one', 'day', 'midnovember', 'workers', 'openai', 'got', 'unexpected', 'assignment', 'release', 'chatbot', 'fast']",1
How Should Schools Respond to ChatGPT?,2023-01-25 02:47:54+00:00,By Katherine Schulten,The Learning Network,"Have you experimented with this new technology? Can teachers and students use it productively, ethically and safely in your opinion? How?",Teachers: We also have a related lesson plan about teaching and learning with ChatGPT.,https://www.nytimes.com/2023/01/24/learning/how-should-schools-respond-to-chatgpt.html,14,2,86,5.214285714285714,2023-01,teachers also related lesson plan teaching learning chatgpt,"['teachers', 'also', 'related', 'lesson', 'plan', 'teaching', 'learning', 'chatgpt']",teacher also relate lesson plan teach learn chatgpt,0.0,Neutral,"['teachers', 'also', 'related', 'lesson', 'plan', 'teaching', 'learning', 'chatgpt']",3
The New ChatGPT Offers a Lesson in A.I. Hype,2024-05-31 09:07:33+00:00,By Brian X. Chen,Technology,"OpenAI released GPT-4o, its latest chatbot technology, in a partly finished state. It has much to prove.","When OpenAI unveiled the latest version of its immensely popular ChatGPT chatbot this month, it had a new voice possessing humanlike inflections and emotions. The online demonstration also featured the bot tutoring a child on solving a geometry problem.",https://www.nytimes.com/2024/05/31/technology/personaltech/chatgpt-4o-openai-review.html,39,3,253,5.512820512820513,2024-05,openai unveiled latest version immensely popular chatgpt chatbot month new voice possessing humanlike inflections emotions online demonstration also featured bot tutoring child solving geometry problem,"['openai', 'unveiled', 'latest', 'version', 'immensely', 'popular', 'chatgpt', 'chatbot', 'month', 'new', 'voice', 'possessing', 'humanlike', 'inflections', 'emotions', 'online', 'demonstration', 'also', 'featured', 'bot', 'tutoring', 'child', 'solving', 'geometry', 'problem']",openai unveil late version immensely popular chatgpt chatbot month new voice possess humanlike inflection emotion online demonstration also feature bot tutoring child solve geometry problem,0.4404,Positive,"['openai', 'unveiled', 'latest', 'version', 'immensely', 'popular', 'chatgpt', 'chatbot', 'month', 'new', 'voice', 'possessing', 'humanlike', 'inflections', 'emotions', 'online', 'demonstration', 'also', 'featured', 'bot', 'tutoring', 'child', 'solving', 'geometry', 'problem']",3
Why China Didn’t Invent ChatGPT,2023-02-17 10:00:19+00:00,By Li Yuan,Business Day,The state’s hardening censorship and heavier hand have held back its tech industry; so has entrepreneurs’ reluctance to invest for the long term. It wasn’t always that way.,"Just a few years ago, China was on track to challenge United States dominance in artificial intelligence. The balance of power was tilting in China’s direction because it had abundant data, hungry entrepreneurs, skilled scientists and supportive policies. The country led the world in patent filings related to artificial intelligence.",https://www.nytimes.com/2023/02/17/business/china-chatgpt-microsoft-openai.html,50,4,335,5.72,2023-02,years ago china track challenge united states dominance artificial intelligence balance power tilting china’s direction abundant data hungry entrepreneurs skilled scientists supportive policies country led world patent filings related artificial intelligence,"['years', 'ago', 'china', 'track', 'challenge', 'united', 'states', 'dominance', 'artificial', 'intelligence', 'balance', 'power', 'tilting', 'china', '’s', 'direction', 'abundant', 'data', 'hungry', 'entrepreneurs', 'skilled', 'scientists', 'supportive', 'policies', 'country', 'led', 'world', 'patent', 'filings', 'related', 'artificial', 'intelligence']",year ago china track challenge united states dominance artificial intelligence balance power tilt china ’s direction abundant datum hungry entrepreneur skilled scientist supportive policy country lead world patent filing relate artificial intelligence,0.9062,Positive,"['years', 'ago', 'china', 'track', 'challenge', 'united', 'states', 'dominance', 'artificial', 'intelligence', 'balance', 'power', 'tilting', 'china', '’', 's', 'direction', 'abundant', 'data', 'hungry', 'entrepreneurs', 'skilled', 'scientists', 'supportive', 'policies', 'country', 'led', 'world', 'patent', 'filings', 'related', 'artificial', 'intelligence']",3
ChatGPT Transforms a Classroom and Is ‘M3GAN’ Real?,2023-01-13 10:05:05+00:00,"By Kevin Roose, Casey Newton, Davis Land, Paula Szuchman, Alyssa Moxley, Dan Powell, Elisheba Ittoop and Marion Lozano",Podcasts,"Also, why teenagers are buying old digital cameras.","A high school teacher on how the new chatbot from OpenAI is transforming her classroom — for the better. And, “M3GAN” may be closer than you think.",https://www.nytimes.com/2023/01/13/podcasts/hard-fork-chatgpt-teachers-gen-z-cameras-m3gan.html,27,3,147,4.481481481481482,2023-01,high school teacher new chatbot openai transforming classroom — better “mgan” may closer think,"['high', 'school', 'teacher', 'new', 'chatbot', 'openai', 'transforming', 'classroom', '—', 'better', '“', 'mgan', '”', 'may', 'closer', 'think']","high school teacher new chatbot openai transforming classroom — well "" mgan "" may close think",0.4404,Positive,"['high', 'school', 'teacher', 'new', 'chatbot', 'openai', 'transforming', 'classroom', '—', 'better', '“', 'mgan', '”', 'may', 'closer', 'think']",3
My So-So Encounters with ChatGPT,2022-12-16 20:00:11+00:00,By Peter Coy,Opinion,"If you can’t do your job better than A.I., maybe you need another job.","A mountain man buys his first chain saw. He comes back to the store a week later complaining that it cuts down only two trees a day when he was told it would cut down 20. The service person says, “Well, let’s see what the trouble is,” and starts it up. The mountain man jumps back and asks, “What’s that noise?” (He’d been sawing without the engine on.)",https://www.nytimes.com/2022/12/16/opinion/chatgpt-artificial-intelligence-skill-job.html,68,5,353,4.205882352941177,2022-12,mountain man buys first chain saw comes back store week later complaining cuts two trees day told would cut service person says “well let’s see trouble is” starts mountain man jumps back asks “what’s noise” he’d sawing without engine,"['mountain', 'man', 'buys', 'first', 'chain', 'saw', 'comes', 'back', 'store', 'week', 'later', 'complaining', 'cuts', 'two', 'trees', 'day', 'told', 'would', 'cut', 'service', 'person', 'says', '“', 'well', 'let', '’s', 'see', 'trouble', 'is', '”', 'starts', 'mountain', 'man', 'jumps', 'back', 'asks', '“', 'what', '’s', 'noise', '”', 'he', '’d', 'sawing', 'without', 'engine']","mountain man buy first chain see come back store week later complain cut two tree day tell would cut service person say "" well let ’s see trouble be "" start mountain man jump back ask "" what ’s noise "" he ’d saw without engine",-0.7783,Negative,"['mountain', 'man', 'buys', 'first', 'chain', 'saw', 'comes', 'back', 'store', 'week', 'later', 'complaining', 'cuts', 'two', 'trees', 'day', 'told', 'would', 'cut', 'service', 'person', 'says', '“', 'well', 'let', '’', 's', 'see', 'trouble', 'is', '”', 'starts', 'mountain', 'man', 'jumps', 'back', 'asks', '“', 'what', '’', 's', 'noise', '”', 'he', '’', 'd', 'sawing', 'without', 'engine']",2
ChatGPT Can Now Respond With Spoken Words,2023-09-25 12:00:12+00:00,"By Cade Metz, Brian X. Chen and Karen Weise",Technology,A new version of OpenAI’s popular chatbot behaves a lot like Siri and Alexa. You can talk to it — and have a conversation.,ChatGPT has learned to talk.,https://www.nytimes.com/2023/09/25/technology/chatgpt-talk-digital-assistance.html,5,2,28,4.8,2023-09,chatgpt learned talk,"['chatgpt', 'learned', 'talk']",chatgpt learn talk,0.0,Neutral,"['chatgpt', 'learned', 'talk']",3
China’s Answer to ChatGPT Gets an Artificial Debut and Disappoints,2023-03-16 11:21:57+00:00,By Chang Che and John Liu,World,"The promised “live” demonstration of the bot had, in fact, been recorded. Shares of Baidu, the company behind the technology, tumbled in Hong Kong.","Almost six years ago, a Google computer program toppled the best player in China — and the world — at Go, an ancient Chinese board game. The defeat catalyzed China’s revolution in artificial intelligence. Beijing unrolled a monumental A.I. plan, and investors poured record sums into new projects.",https://www.nytimes.com/2023/03/16/world/asia/china-baidu-chatgpt-ernie.html,48,6,297,5.208333333333333,2023-03,almost six years ago google computer program toppled best player china — world — go ancient chinese board game defeat catalyzed china’s revolution artificial intelligence beijing unrolled monumental ai plan investors poured record sums new projects,"['almost', 'six', 'years', 'ago', 'google', 'computer', 'program', 'toppled', 'best', 'player', 'china', '—', 'world', '—', 'go', 'ancient', 'chinese', 'board', 'game', 'defeat', 'catalyzed', 'china', '’s', 'revolution', 'artificial', 'intelligence', 'beijing', 'unrolled', 'monumental', 'ai', 'plan', 'investors', 'poured', 'record', 'sums', 'new', 'projects']",almost six year ago google computer program topple good player china — world — go ancient chinese board game defeat catalyzed china ’s revolution artificial intelligence beijing unrolled monumental ai plan investor pour record sum new project,0.6486,Positive,"['almost', 'six', 'years', 'ago', 'google', 'computer', 'program', 'toppled', 'best', 'player', 'china', '—', 'world', '—', 'go', 'ancient', 'chinese', 'board', 'game', 'defeat', 'catalyzed', 'china', '’', 's', 'revolution', 'artificial', 'intelligence', 'beijing', 'unrolled', 'monumental', 'ai', 'plan', 'investors', 'poured', 'record', 'sums', 'new', 'projects']",2
OpenAI Gives ChatGPT a Better ‘Memory’,2024-02-13 18:15:08+00:00,By Cade Metz,Technology,The A.I. start-up is releasing a new version of ChatGPT that stores what users say and applies it to future chats.,OpenAI is giving ChatGPT a better memory.,https://www.nytimes.com/2024/02/13/technology/openai-gives-chatgpt-a-better-memory.html,7,2,41,5.0,2024-02,openai giving chatgpt better memory,"['openai', 'giving', 'chatgpt', 'better', 'memory']",openai give chatgpt well memory,0.6486,Positive,"['openai', 'giving', 'chatgpt', 'better', 'memory']",3
ChatGPT vs. Me: Who Will Write a Better Beach Read?,2024-07-09 09:02:32+00:00,By Curtis Sittenfeld,Opinion,A fiction writer challenges an A.I. chatbot to a duel.,What makes a beach read a beach read? Is it an escapist subject matter? A frothy tone? Or is any book you read on a beach automatically a beach read?,https://www.nytimes.com/2024/07/09/opinion/chatgpt-beach-read.html,30,1,149,4.0,2024-07,makes beach read beach read escapist subject matter frothy tone book read beach automatically beach read,"['makes', 'beach', 'read', 'beach', 'read', 'escapist', 'subject', 'matter', 'frothy', 'tone', 'book', 'read', 'beach', 'automatically', 'beach', 'read']",make beach read beach read escapist subject matter frothy tone book read beach automatically beach read,0.0258,Neutral,"['makes', 'beach', 'read', 'beach', 'read', 'escapist', 'subject', 'matter', 'frothy', 'tone', 'book', 'read', 'beach', 'automatically', 'beach', 'read']",4
"OpenAI Unveils New ChatGPT That Listens, Looks and Talks",2024-05-13 19:05:34+00:00,By Cade Metz,Technology,"Chatbots, image generators and voice assistants are gradually merging into a single technology with a conversational voice.","As Apple and Google transform their voice assistants into chatbots, OpenAI is transforming its chatbot into a voice assistant.",https://www.nytimes.com/2024/05/13/technology/openai-chatgpt-app.html,19,2,126,5.684210526315789,2024-05,apple google transform voice assistants chatbots openai transforming chatbot voice assistant,"['apple', 'google', 'transform', 'voice', 'assistants', 'chatbots', 'openai', 'transforming', 'chatbot', 'voice', 'assistant']",apple google transform voice assistant chatbot openai transform chatbot voice assistant,0.0,Neutral,"['apple', 'google', 'transform', 'voice', 'assistants', 'chatbots', 'openai', 'transforming', 'chatbot', 'voice', 'assistant']",3
Quiz: How Does ChatGPT Really Work?,2023-03-28 15:03:38+00:00,By The New York Times,Technology,"You read <a href=""https://www.nytimes.com/2023/03/28/technology/ai-chatbots-chatgpt-bing-bard-llm.html"">Part 2 of our weeklong series on artificial intelligence.</a> Now test your knowledge.","You read <a href=""https://www.nytimes.com/2023/03/28/technology/ai-chatbots-chatgpt-bing-bard-llm.html"">Part 2 of our weeklong series on artificial intelligence.</a> Now test your knowledge.",https://www.nytimes.com/interactive/2023/03/28/technology/quiz-ai-chatbots-chatgpt-llm.html,16,6,190,10.9375,2023-03,read hrefhttpswwwnytimescomtechnologyaichatbotschatgptbingbardllmhtmlpart weeklong series artificial intelligencea test knowledge,"['read', 'hrefhttpswwwnytimescomtechnologyaichatbotschatgptbingbardllmhtmlpart', 'weeklong', 'series', 'artificial', 'intelligencea', 'test', 'knowledge']",read hrefhttpswwwnytimescomtechnologyaichatbotschatgptbingbardllmhtmlpart weeklong series artificial intelligencea test knowledge,0.0,Neutral,"['read', 'hrefhttpswwwnytimescomtechnologyaichatbotschatgptbingbardllmhtmlpart', 'weeklong', 'series', 'artificial', 'intelligencea', 'test', 'knowledge']",0
I’m a Doctor. ChatGPT’s Bedside Manner Is Better Than Mine.,2024-10-05 11:01:34+00:00,By Jonathan Reisman,Opinion,My job is no longer safe.,"As a young, idealistic medical student in the 2000s, I thought my future job as a doctor would always be safe from artificial intelligence.",https://www.nytimes.com/2024/10/05/opinion/ai-chatgpt-medicine-doctor.html,24,2,139,4.833333333333333,2024-10,young idealistic medical student thought future job doctor would always safe artificial intelligence,"['young', 'idealistic', 'medical', 'student', 'thought', 'future', 'job', 'doctor', 'would', 'always', 'safe', 'artificial', 'intelligence']",young idealistic medical student think future job doctor would always safe artificial intelligence,0.8316,Positive,"['young', 'idealistic', 'medical', 'student', 'thought', 'future', 'job', 'doctor', 'would', 'always', 'safe', 'artificial', 'intelligence']",4
"A New ‘M*A*S*H’ Scene: Written by ChatGPT, Read by Hawkeye and B.J.",2023-03-07 23:31:36+00:00,By Julia Jacobs,Arts,"Alan Alda, the star of the long-running sitcom, asked the artificial intelligence software to create a script for him and his former co-star Mike Farrell to read.","For the first time in more than 40 years, Alan Alda and Mike Farrell sat down for a table read of a new scene of “M*A*S*H,” stepping into their old roles of Hawkeye Pierce and B.J. Hunnicutt, two bantering doctors in a Korean War mobile surgical unit.",https://www.nytimes.com/2023/03/07/arts/television/mash-chatgpt-alan-alda.html,47,4,251,4.361702127659575,2023-03,first time years alan alda mike farrell sat table read new scene “mash” stepping old roles hawkeye pierce bj hunnicutt two bantering doctors korean war mobile surgical unit,"['first', 'time', 'years', 'alan', 'alda', 'mike', 'farrell', 'sat', 'table', 'read', 'new', 'scene', '“', 'mash', '”', 'stepping', 'old', 'roles', 'hawkeye', 'pierce', 'bj', 'hunnicutt', 'two', 'bantering', 'doctors', 'korean', 'war', 'mobile', 'surgical', 'unit']","first time year alan alda mike farrell sit table read new scene "" mash "" step old role hawkeye pierce bj hunnicutt two banter doctor korean war mobile surgical unit",-0.5994,Negative,"['first', 'time', 'years', 'alan', 'alda', 'mike', 'farrell', 'sat', 'table', 'read', 'new', 'scene', '“', 'mash', '”', 'stepping', 'old', 'roles', 'hawkeye', 'pierce', 'bj', 'hunnicutt', 'two', 'bantering', 'doctors', 'korean', 'war', 'mobile', 'surgical', 'unit']",4
